Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Day,,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3,3,3,3,3,3,3,21,Extremely Severe,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Six,Six,Five,3,3,2,Above 4.0,Extremely Happy,5 hours,fair,4/6/2013,,,,,nothing,happy for others,much more stress,extreme pressure,extreme pressure,almost never,very easy,very easy,very easy,4 to 6 hours,4 meals,Yes,No,No Lunch Block,,,,,,
Female,Freshman,Freshman,Freshman,Domestic,Asian,No,Boarding,once a term,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,2,1,1,1,1,2,9,Mild,No,Not Applicable,,,,,,,,Yes,,,,,chamber chorus,festival chorus,,,,,,,,music lessons,4-8 hours,rarely,sometimes,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Six,Six,Six,6,6,5,3.7-4.0,Happy,4 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,much more stress,some pressure,extreme pressure,a few times a week,difficult,neutral,difficult,4 to 6 hours,2 meals,Yes,Yes,No Lunch Block,,,Arts commitment,Club meetings,Meetings with teachers,
Female,Junior,Junior,Junior,Domestic,White,No,Boarding,once a week,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,2,0,1,0,1,1,6,Normal,No,Not Applicable,,,,,,,,Yes,,,winter production,,chamber chorus,festival chorus,,,,,,,,music lessons,4-8 hours,rarely,sometimes,Yes,less than 4 hours,rarely,No,,,,Yes,4-8 hours,rarely,Six,Six,Five,5,6,5,3.0-3.3,Unhappy,3 hours,fair,4/6/2013,,,,,nothing,Sad,much more stress,some pressure,extreme pressure,A few times a day,very easy,easy,easy,6 to 8 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,2,3,2,1,1,0,2,11,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,,,,,less than 4 hours,never,never,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Six,Six,3,3,3,3.5-3.7,Unhappy,5 hours,fair,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,about the same,some pressure,extreme pressure,once a day,difficult,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,Homework,,,,Meetings with teachers,
Female,Post-Graduate,Senior,Post-Graduate,International,Asian,No,Boarding,once a year,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,1,2,1,1,2,0,1,8,Mild,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,Yes,less than 4 hours,often,often,No,,,Five,Five,Five,3,3,2,3.3-3.5,Unhappy,4 hours,fair,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,no pressure,extreme pressure,once a week,very easy,easy,easy,4 to 6 hours,2 meals,Yes,No,,Homework,,,Club meetings,,
Female,Senior,Senior,Freshman,International,White,Yes,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,2 OFTEN,1,1,2,1,0,2,2,9,Mild,No,Not Applicable,,,,,,,,Yes,,fall production,winter production,spring musical,,,,,,,,Student directed scenes,,,more than 16 hours,rarely,never,No,,,No,,,,Yes,less than 4 hours,none,Five,Five,Five,2,2,1,3.5-3.7,Happy,3 hours,extremely fair,Under 2,,,,,nothing,happy for others,more stress,no pressure,extreme pressure,once a day,difficult,difficult,very difficult,8 to 10 hours,3 meals,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Freshman,Domestic,White,No,Boarding,once a week,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2,3,1,1,1,1,1,10,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,Acapella groups,,,,less than 4 hours,rarely,never,No,,,Yes,less than 4 hours,never,never,No,,,Five,Five,Five,5,5,5,3.5-3.7,Unhappy,3 hours,neutral,4/6/2013,,,,,nothing,happy for others,more stress,extreme pressure,extreme pressure,once a day,very difficult,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,Homework,,,,,
Male,Junior,Junior,Freshman,Domestic,White,No,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,1,1,0,0,1,1,5,Normal,No,Not Applicable,,,,,,,,Yes,Arts concentration,fall production,winter production,spring musical,chamber chorus,festival chorus,orchestra,,,,Acapella groups,Student directed scenes,,music lessons,4-8 hours,consistently,sometimes,Yes,less than 4 hours,none,No,,,,Yes,4-8 hours,none,Six,Six,Six,1,1,2,3.3-3.5,Unhappy,3 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,much more stress,some pressure,extreme pressure,once a week,very easy,easy,neutral,4 to 6 hours,1 meal,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Freshman,Domestic,Asian,Yes,Day,,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,2 OFTEN,3,2,3,3,2,2,2,17,Extremely Severe,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,12-16 hours,consistently,Yes,12-16 hours,consistently,consistently,Yes,12-16 hours,consistently,Six,Six,Six,6,6,6,3.7-4.0,Unhappy,less than 1 hour,neutral,6 or more,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,some pressure,extreme pressure,once a week,neutral,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Freshman,Domestic,Asian,Yes,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,1 SOMETIMES,0,0,0,0,0,1,1,2,Normal,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,,,,,,,,,12-16 hours,never,never,Yes,less than 4 hours,none,No,,,,Yes,8-12 hours,often,Six,Six,Five,2,3,2,3.0-3.3,Unhappy,4 hours,fair,4/6/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,more stress,some pressure,extreme pressure,once a week,neutral,neutral,easy,4 to 6 hours,3 meals,Yes,Yes,,,,,Club meetings,,
Male,Junior,Junior,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,2,1,2,1,1,1,9,Mild,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,,,fringe festival,,less than 4 hours,rarely,never,Yes,less than 4 hours,none,Yes,4-8 hours,rarely,often,No,,,Six,Six,Six,5,5,6,3.3-3.5,Unhappy,2 hours,neutral,4/6/2013,,,,regular practice tests,,Sad,much more stress,no pressure,extreme pressure,a few times a week,very easy,very difficult,neutral,6 to 8 hours,2 meals,No,Yes,No Lunch Block,Homework,,,,,
Female,Freshman,Freshman,Freshman,International,White,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,2 OFTEN,1 SOMETIMES,1,1,1,0,2,2,1,8,Mild,No,Not Applicable,,,,,,,,Yes,,,,,,festival chorus,,,,,,,fringe festival,,4-8 hours,rarely,sometimes,No,,,No,,,,No,,,Five,Five,Five,2,2,2,3.7-4.0,Happy,4 hours,fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,happy for others,about the same,no pressure,extreme pressure,once a day,neutral,easy,very easy,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
Male,Senior,Senior,Sophomore,Domestic,White,No,Boarding,once a term,1 SOMETIMES,0 NEVER,2 OFTEN,0 NEVER,2 OFTEN,1 SOMETIMES,2 OFTEN,1,0,2,0,2,1,2,8,Mild,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,spring musical,chamber chorus,festival chorus,,,,,Acapella groups,Student directed scenes,,music lessons,more than 16 hours,often,often,No,,,No,,,,No,,,Six,Five,Five,2,1,2,3.0-3.3,Neutral,1 hour,unfair,Under 2,,regular tutoring/class,,,,indifferent,more stress,no pressure,no pressure,a few times a week,easy,difficult,neutral,6 to 8 hours,2 meals,No,Yes,No Lunch Block,,,,,,
Female,Junior,Junior,Sophomore,Domestic,White,No,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,1,1,1,1,2,10,Moderate,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,No,,,,Yes,less than 4 hours,none,Five,Five,Five,0,0,0,3.3-3.5,Unhappy,3 hours,neutral,2/4/2013,,regular tutoring/class,,,,motivated to do better,about the same,extreme pressure,some pressure,A few times a day,difficult,difficult,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Sophomore,Sophomore,Freshman,Domestic,Asian,Yes,Boarding,once a term,0 NEVER,0 NEVER,1 SOMETIMES,3 ALMOST ALWAYS,0 NEVER,1 SOMETIMES,2 OFTEN,0,0,1,3,0,1,2,7,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,often,Yes,less than 4 hours,often,rarely,No,,,Five,Five,Five,3,3,3,3.7-4.0,Unhappy,3 hours,neutral,4/6/2013,cram the night before,,,,,Sad,much more stress,extreme pressure,some pressure,once a week,very difficult,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,Domestic,Other,No,Boarding,once a term,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,0,1,0,1,1,2,6,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,2,2,0,3.3-3.5,Happy,2 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,no pressure,some pressure,a few times a week,very difficult,easy,difficult,4 to 6 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2,2,1,1,1,2,1,10,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,,,fringe festival,,4-8 hours,never,sometimes,Yes,less than 4 hours,none,Yes,4-8 hours,often,consistently,No,,,Five,Six,Five,4,5,3,3.7-4.0,Extremely Happy,6 hours,fair,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,no pressure,some pressure,a few times a week,very easy,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Senior,Senior,Freshman,Domestic,White,No,Day,,0 NEVER,1 SOMETIMES,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,0,1,2,2,3,1,2,11,Moderate,No,Not Applicable,,,,,,,,Yes,,,,,chamber chorus,festival chorus,,,,,Acapella groups,,,,8-12 hours,consistently,sometimes,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,3,3,1,3.0-3.3,Neutral,2 hours,neutral,Under 2,cram the night before,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,more stress,some pressure,some pressure,a few times a week,neutral,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Senior,Senior,Junior,Domestic,White,No,Day,,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0 NEVER,0 NEVER,2 OFTEN,1,1,1,2,0,0,2,7,Normal,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,,,,,4-8 hours,rarely,sometimes,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,2,2,2,3.5-3.7,Happy,4 hours,neutral,4/6/2013,,regular tutoring/class,,,,indifferent,more stress,some pressure,some pressure,a few times a week,easy,easy,easy,6 to 8 hours,2 meals,No,Yes,,Homework,,,,,
Female,Senior,Senior,Sophomore,International,Asian,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,1,0,2,1,1,2,8,Mild,No,Not Applicable,,,,,,,,Yes,,,,,,,,,,,,,,,less than 4 hours,rarely,never,Yes,less than 4 hours,often,No,,,,Yes,4-8 hours,often,Five,Six,,4,4,4,3.7-4.0,Happy,4 hours,fair,2/4/2013,,,,,nothing,motivated to do better,about the same,no pressure,some pressure,a few times a week,easy,easy,difficult,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1,1,2,1,2,1,1,9,Mild,No,Not Applicable,,,,,,,,Yes,Arts concentration,fall production,,spring musical,,,,,,,,,,music lessons,12-16 hours,rarely,never,No,,,No,,,,Yes,4-8 hours,none,Five,Five,Five,0,0,0,3.3-3.5,Neutral,5 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,some pressure,some pressure,once a week,very easy,neutral,easy,8 to 10 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,1,1,1,0,1,1,6,Normal,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,,,jazz band,,Acapella groups,,,music lessons,12-16 hours,rarely,sometimes,No,,,Yes,less than 4 hours,never,never,No,,,Six,Five,Six,5,5,6,3.7-4.0,Happy,4 hours,fair,2/4/2013,,,,,nothing,indifferent,about the same,some pressure,some pressure,once a week,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,Arts commitment,,,
Male,Senior,Senior,Freshman,International,Asian,No,Boarding,once a year,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,1,0,0,0,1,0,0,2,Normal,No,Not Applicable,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,never,never,No,,,Five,Five,Six,5,5,5,Above 4.0,Happy,more than 6 hours,extremely fair,2/4/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,no pressure,some pressure,a few times a week,very easy,very easy,very easy,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,,,
Female,Senior,Senior,Freshman,Domestic,White,No,Day,,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0 NEVER,0,0,0,0,0,0,0,0,Normal,No,Not Applicable,,,,,,,,Yes,,,,,,,orchestra,,,,,,,music lessons,4-8 hours,rarely,never,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,4,4,4,3.7-4.0,Happy,3 hours,fair,2/4/2013,,,,,nothing,happy for others,more stress,some pressure,some pressure,a few times a week,neutral,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,Homework,,Arts commitment,Club meetings,Meetings with teachers,
Female,Junior,Junior,Freshman,Domestic,Asian,No,Boarding,once a term,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0,1,0,1,0,0,0,2,Normal,No,Not Applicable,,,,,,,,Yes,Arts concentration,,,,,,orchestra,chamber orchestra,,,Acapella groups,,,music lessons,12-16 hours,often,sometimes,Yes,less than 4 hours,rarely,Yes,less than 4 hours,rarely,often,Yes,less than 4 hours,often,Six,Six,Six,4,5,4,3.5-3.7,Unhappy,4 hours,fair,6 or more,cram the night before,,,regular practice tests,,Sad,much more stress,some pressure,some pressure,A few times a day,very easy,easy,neutral,4 to 6 hours,3 meals,Yes,Yes,,,,Arts commitment,Club meetings,,
Female,Sophomore,Sophomore,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,0 NEVER,0 NEVER,0 NEVER,1,0,1,2,0,0,0,4,Normal,Yes,Not Applicable,Junior Varsity,Varsity,4-8 hours,8-12 hours,12-16 hours,consistently,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Six,Five,Five,1,1,1,Under 3.0,Neutral,3 hours,fair,2/4/2013,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,indifferent,much more stress,extreme pressure,some pressure,A few times a day,very easy,very difficult,very difficult,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Senior,Senior,Freshman,Domestic,White,Yes,Day,,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,2,3,1,1,0,1,2,10,Moderate,No,Not Applicable,,,,,,,,Yes,,,winter production,,,,,,,wind ensemble,,,fringe festival,,4-8 hours,often,often,Yes,less than 4 hours,none,No,,,,Yes,less than 4 hours,rarely,Five,,Five,3,3,3,3.5-3.7,Happy,2 hours,fair,Under 2,,,,,nothing,indifferent,much more stress,some pressure,some pressure,almost never,difficult,easy,easy,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
