"","X","State","Age","Female","RaceWhite","Edu","College4Degree","MaritalStatus","LivingSituation","NumFinDepChildren","FourMoreFinDepChild","Incomecat","Income150K","IncomeApprox","Military","SpouseEmployment","SpouseMilitary","Employment","MostKnowledgeable","KnowledgeableBin","FinSat","RiskTaking","SpendingIncome","NegativeSavingBin","PositiveSavingBin","HandMouth","FinDifficulty","DifficultyBin","EmergencyFund","KidsCollege","FiguredRetirement","DropIncome","ComeUp2K","ComeUp2KBin","BudgetTimePeriod","BudgetBin","CreditRecord","RetirementWorry","LongTermPlan","CheckingAcctBin","SavingAcctBin","CheckingOverdrawBin","UsePrepaidCard","EmployerRetire","OtherRetire","HaveAnyRetire","RetireLoan","RetireHardshipWithdraw","FinInv","LaborIncomeBin","BusinessIncomeBin","OwnHome","HomeDownPmt","RetireContribute","MortgageBin","EquityLoanBin","HomeUnderWater","LateMortgage","NumCreditCards","PaidCreditCardFull","CreditCardCarry","CreditCardMinPmt","CreditCardLatePenalty","CreditCardOverLimit","CreditCardCashAdv","AutoLoanBin","UnpaidMedical","StudentLoans","FederalStudentLoans","PrivateStudentLoans","StudentLoanFigurePmts","CompleteEdu","StudentLoanLate","StudentLoanConcern","StudentLoanDoOver","DebtCollect","TooMuchDebt","TooMuchDebtBin","GoodFinance","GoodFinanceBin","GoodMath","GoodMathBin","FinancialKnow","FinancialKnowBin","FinEdu","ParentFinEdu","AnyFinEdu","QuestionM6","QuestionM6Correct","QuestionM7","QuestionM7Correct","QuestionM8","QuestionM8Correct","QuestionM9","QuestionM9Correct","QuestionM10","QuestionM10Correct","QuestionM31","QuestionM31Correct","QuizScore"
"6418",15654,"OH","Age 25-34",0,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $15,000 but less than $25,000",0,20000,0,"Self employed",0,"Not in Labor Force","Someone else",0,1,4,"Spending more than income",1,0,0,"Not at all difficult",0,NA,NA,0,0,"Probably no",0,"Next 10+ years",0,"Very bad",NA,1,1,0,1,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,1,1,1,1,0,0,0,1,1,1,0,0,"More than once",1,"Different actions",0,7,1,7,1,4,0,4,0,0,0,0,"Same",0,"Same",0,"Rise",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,1
"6443",2358,"GA","Age 55-64",1,1,"Associate's or other two year degree",0,"Divorced","With Roommates",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Unemployed",NA,NA,5,3,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,1,1,"Confidence yes",1,"Next few years",1,"Good",7,7,1,1,0,"Never",1,1,1,0,0,NA,1,0,1,20,1,1,0,0,"Never","2-3",0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,6,1,6,1,5,1,1,1,1,"*More*",1,"*Less*",1,"Don't know",0,"False",0,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"4559",8597,"TX","Age 55-64",0,0,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,1,NA,0,NA,"Self",1,7,6,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,1,"Probably no",0,"Next year",0,"Good",2,7,1,1,0,"Never",1,0,1,1,1,1,0,0,1,NA,0,1,0,0,"Never","2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,7,1,7,1,5,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,3
"437",21385,"OH","Age 45-54",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",2,0,"$150,000 or more",1,150000,0,"Full-time",0,"Full-time","Someone else",0,5,4,NA,NA,NA,NA,"Somewhat difficult",1,NA,1,NA,0,NA,NA,"Next 10+ years",1,"About Average",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1",0,1,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,5,1,5,1,4,0,1,1,1,"Same",0,"More",0,NA,NA,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,NA
"6042",21183,"ND","Age 25-34",0,1,"High school graduate or equivalent",0,"Single","With Parnter/Spouse",1,0,"At least $25,000 but less than $35,000",0,30000,0,"Full-time",NA,"Full-time","Self",1,3,7,"Spending more than income",1,0,0,"Somewhat difficult",1,1,1,0,0,"Confidence yes",1,"Next year",0,"Very good",NA,6,1,1,0,"Never",1,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"2-3",0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,6,1,6,1,7,1,6,1,0,0,0,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,3
"7895",7992,"VA","Age 35-44",1,0,"Associate's or other two year degree",0,"Single","Alone",2,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Part-time",NA,NA,1,5,"Spending less than income",0,1,0,"Very difficult",1,0,0,0,1,"Confident no",0,"Next few months",1,"Bad",3,3,0,0,NA,"Frequently",0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,"More than once",1,"Different actions",1,7,1,6,1,6,1,6,1,1,0,1,"*More*",1,"Same",0,"No relationship",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"9916",16838,"NC","Age 55-64",0,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",0,0,"At least $15,000 but less than $25,000",0,20000,0,"Not in Labor Force",0,"Not in Labor Force","Self and more",1,6,4,"Spending less than income",0,1,0,"Not at all difficult",0,0,NA,0,0,"Confident no",0,"Next 10+ years",1,"Bad",6,5,1,0,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,7,1,4,0,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"2849",2668,"FL","Age 45-54",0,0,"High school graduate or equivalent",0,"Divorced","With Roommates",0,0,"Less than $15,000",0,7500,0,NA,NA,"Part-time",NA,NA,3,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,NA,0,"About Average",7,1,0,0,NA,"Sometimes",0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,6,1,1,0,0,0,0,"Same",0,"Don't know",0,"Rise",0,"Don't know",0,"Don't Know",0,"Less than 2 yrs",0,0
"4256",4609,"AR","Age 18-25",1,0,"Some college with no degree",0,"Single","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,3,5,"Spending less than income",0,1,0,"Very difficult",1,0,NA,0,0,"Confident no",0,"Next few months",1,"About Average",4,6,0,0,NA,"Sometimes",0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,"1",0,0,1,1,0,0,0,0,1,1,0,0,NA,NA,1,NA,0,2,0,5,1,6,1,4,0,NA,0,NA,"*More*",1,"Don't know",0,"Don't know",0,"Don't know",0,"*False*",1,"Don't know",0,2
"779",16279,"DE","Age 45-54",1,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"$150,000 or more",1,150000,0,"Full-time",0,"Full-time","Self and more",1,8,5,"Spending equal to income",0,0,1,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next few years",1,"Very good",5,7,1,1,0,"Never",1,0,1,0,0,1,1,0,1,NA,1,0,1,0,NA,"2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,6,1,1,0,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"At least 10 yrs",0,5
"5422",10743,"NV","Age 55-64",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,"Full-time",0,"Self employed","Self",1,3,7,"Spending equal to income",0,0,1,"Very difficult",1,0,NA,1,0,"Confidence yes",1,"Next year",1,"Good",7,2,1,1,0,"Never",1,0,1,0,0,0,1,0,1,5,0,1,0,0,"Never","4-8",0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,6,1,6,1,4,0,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"8328",3832,"TX","Age 65+",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,1,NA,0,NA,"Self",1,8,8,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,NA,NA,1,"Confidence yes",1,"Next year",1,"Good",7,4,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,0,0,0,NA,NA,"2-3",1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,7,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"False",0,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,2
"1737",12876,"TN","Age 55-64",1,0,"Associate's or other two year degree",0,"Divorced","Alone",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,"Full-time",NA,NA,7,7,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,NA,1,0,"Probably yes",1,"Next 5-10 years",1,"Very good",5,7,1,1,0,"Never",1,0,1,0,0,1,1,0,1,0,1,1,0,0,"Never","4-8",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,7,1,7,1,5,1,NA,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,4
"5495",6845,"MI","Age 25-34",0,0,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",1,0,"At least $50,000 but less than $75,000",0,62500,0,"Part-time",0,"Full-time","Self",1,9,9,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
